Unnamed: 0	word	context	positions	gold_sense_id	predict_sense_id	num_senses
228	rag	He came to this castle in his Palmer's rags and perilled his life to rescue his Ladye love.	39-43	0		7
229	rag	rags into the wasps holes, where the nest lies, and presently fling a spade full of earth over the holes.	0-4	0		7
230	rag	"I don't see how a dinner is to come out of this, "" said Habbakkuk Viol, after gazing upon the apparel a reasonable length of time, "" unless, Bob, you propose to feed us, like ostriches, on rags and iron."	189-193	0		7
231	rag	" Oh, bless you, not a scar,  answered John, "" for don't you mind how he kep ' the iled silk and wet rags on yer face, and how that night when you was sickest, he held yer hands so you couldn't tache that little feller between yer eyes."	102-106	0		7
232	rag	So we used to lodge here and there, in the cellars about the Points, in ' Cut Throat Alley, ' or ' Cow Bay, ' or ' Murderer's Alley, ' or in ' The House of the Nine Nations, ' or wherever we could get a sixpenny rag to lay down upon.	212-215	0		7
233	rag	"* Esquirol says, of the insane in France, "" I have seen them naked or covered with rags, with nothing but a layer of straw to protect them from the cold dampness of the ground upon which they lay."	83-87	0		7
234	rag	staff in hand, the gaunt old man, clad in rags that a beggar might have been ashamed to wear, stood between the gazers and the light of the western sky, his silvery hair reddened at the edges by the rays of the declining sun.	42-46	0		7
235	rag	Is it our wish that honest-hearted manhood, apparelled, it may be, in rags, and held low and cheap in the world's esteem, should, for any reason whatever, be robbed of its suffrage, and made to keep its peace in the presence of power, or wealth, or hereditary scorn?	70-74	0		7
236	rag	For to go as a passenger you must needs have a purse, and a purse is but a rag unless you have something in it.	75-78	0		7
237	rag	was hemp and flax yesterday, and linen, and rags, and money today, too often brings you down to rags tomorrow, and not perhaps quite so often as it might, to hemp again the day after.	96-100	0		7
238	rag	is to exhibit -- a walking piece of paste-board or bundle of rags.	61-65	0		7
239	rag	In the savage state, and before cotton wrapped mankind, they suffered for clothing, and rags indicated poverty.	88-92	0		7
240	rag	"They all rush about -- the lethargic German keeps pace with the energetic Yankee; and the Irishman, no longer in rags, "" guesses "" and "" spekilates "" in the brogue of Erin."	113-117	0		7
241	rag	A kind of genteel beggar, who is tolerated by the great on account of his lineage; a sort of poor relation ' a gentleman Lazarus, in fact, who haunts the Royal Court, until his sores are dressed with a pension, and his rags made decent, with a little golden tinsel.	219-223	6		7
242	rag	The floor was covered in the centre by a carpet made of rags, a species of manufacture that was then, and yet continues to be, much in use in the interior; while its edges, that were exposed to view, were of unspotted cleanliness.	56-60	0		7
243	rag	look at your money-bags, for they tell the Gineral you han't got stuff enuff in the Bank to make him a pair of spectacles; none of your rags, ' says I, but the real grit: ' and with that he call'd 2 or 3 chaps in Quaker coats, and they open'd a large place about as big as the east room; ' and such a sight I never see -- boxes, bags, and kegs, all full, and I should say nigh upon a hundred cord.	136-140	0		7
244	rag	And the poor wretch, clad in rags, clutched the curtains with trembling hands, and looked, -- while a ray of light shining upon his eyeballs, showed that they flashed -- grew dim with tears -- and burned into life again.	29-33	0		7
245	rag	-- On some sunny day when Broadway is thronged with a current of fashion, youth and beauty, (and, for that matter, rags, old age and ugliness too,) when the sky is full of spring	115-119	0		7
246	rag	You dirthy owld bit of a blackguard of a rag, ' says I, in an exthremity of rage, ' You're not fit for the back of a dacent lad an ' a jintleman.	41-44	1		7
247	rag	I see the dirt and rags; I see the wrinkles and elf-locks, the wild eye and the shrivelled limbs; I hear the hoarse and broken tones of age and passion, the convulsive laughter and the	19-23	0		7
248	rag	crossing the Niemen in presence of Napoleon, as he sat in his tower and saw those glorious legions move in beautiful order and high spirits before him; and the remnant of that scattered army in rags, wan and ghastly, following their iron-hearted leader as he strode on foot over the same river, always fills one with the profoundest melancholy.	194-198	0		7
249	rag	a base coin upon our community, shake public credit, poison faith between man and man, turn certificates of stock into rags, and render it good husbandry-.. as it was twelve years ago in the Dutch cities -- to pull down brick houses, for the sake of saving the tax?	119-123	0		7
250	rag	(They are made by dipping paper or rags in melted sulphur.)	35-39	0		7
251	rag	He has shown them that vice may be wrapped in silks and broadcloths, and virtue in rags; he has shown them that under the poorest garments may beat hearts great and noble -- may live	83-87	0		7
252	rag	The flour, leather, and rags have been manufactured into corresponding articles, the bread has been eaten, the shoes are half worn out, and the paper is covered with writing or printing, so that a new supply of each is called for.	24-28	0		7
253	rag	For myself, ge'mmen, if you ask my views of litter-a-toor, I don't hesitate to say, in vun sense o ' the word, excuse the expression, it's nothin ' but a powerful combination o ' rags and brass: by which I means to say, it takes a uncommon quantity o ' rags to make the paper out of, and it takes a uncommon sight o ' brass and courage to make the paper full o ' readin ' matter.	253-257	0		7
254	rag	"w could alone afford them "" She can make no head against this sea, under that rag of canva55, "" said Barnstable"	78-81	0		7
255	rag	" Pay-As-I-Go,  responded the old man, and at the word, from some obscure nook of his rags, he drew forth a crown of shining silver. """	87-91	0		7
256	rag	snatching up a rag of tarred canvass and a bunch of spun-yarn that somebody held near -- good for the lockjaw -- tried	15-18	0		7
257	rag	The porter bottle, which illuminates the room, is held by a huge negro, who, with rags upon his chest, is playing cards with a	82-86	0		7
258	rag	"They are not the men to fight less earnestly on that account, nor will their poverty and rags hinder them from striking a good blow, when occasion serves, against the invader to whom they owe them. """	89-93	0		7
259	rag	Why that astonishing timorousness of Howe before Valley Forge; where the relics of a force starving, sickcuing, and in rags, could scarcely man the lines, which they held before a great, victorious, and perfectly appointed army?	119-123	0		7
260	rag	This is a jewel amidst the rags of a beggar.	27-31	0		7
261	rag	"rags, and clinging to his side, "" don't cry!"	0-4	0		7
262	rag	Halting at the door of a little house, the roof overgrown with black moss, the windows filled with rags, and poverty written upon every shingle, he stood for several seconds hesitating and shivering.	99-103	0		7
263	rag	No one supposes it strange, if a man wastes his time and his patrimony in field sports, the dram shop, and at the gaming-table, that he becomes poor, and that his wife and children are dwelling in a hovel, starved with hnnger and clothed in rags.	241-245	0		7
264	rag	"-- "" To suckle fools and chronicle small beer "" -- kill spiders, darn rags, and whip children -- O, there's nothing so pleasant."	70-74	0		7
265	rag	Necessity had almost driven me to the sign of the ' Three Martyrs, ' to see what the man of the eagle face would give me on my cap, for they said the man at the ' Three Martyrs ' lent money on rags such as I had.	193-197	1		7
266	rag	hardly a rag to my back, or a halfpenny in my pocket, I thought after all that they might as well have finished the matter.	9-12	0		7
267	rag	of Runnymede agreement among the rag barons, that no one of the fraternity should be monarch over the others-n quarrel of the robbers against their brigand chief for assuming more authority than is justly due to him -- a quarrel which would soon be healed when the hand itself is endangered, or new spoils are to be obtained..	33-36	2		7
268	rag	"Rags, perhaps I had better say -- but the rags have been clothes, woven and sewn by man's hands -- so he must have lived among men -- civilized men -- and he has grown but little, as you may perceive, since those clothes were made -- therefore, he can not have been long on the island. """	42-46	0		7
269	rag	Or he was a piece of string, a rag, a willow-wand, and I had a contemptuous pity.	31-34	0		7
270	rag	As these grew apace, they were to be seen hanging about the smithy bare-footed, half covered with rags, and with smutty faces looking wildly out of mops of hair, that radiated like the beams of the sun in the image of that luminary on a country sign.	98-102	0		7
271	rag	ANSELMO They come From princes that are traffickers in rags.	55-59	0		7
272	rag	Clothe him with finest stuffs, yourselves in rags Which scarcely cover ye: furnish for him costly couch, Yours the hard plank: yield to him the labor Of your youth, your life, and when useless grown, To be cast off, like superannuated Brutes, to die unsuccoured.	45-49	1		7
273	rag	It is so green and quiet all about the house -- no rude boys shouting in her ear as she steps without the door, or throwing mud-balls into the open windows; no brazen, neglected girls to call her low names, or pin dirty rags upon her gown as she walks	220-224	0		7
274	rag	and then tell us it is nothing worth; what is it but to act over on a large national scale, that detestable villany of our bankrupt monied corporations, who buy up at a discount their own worthless rags?	198-202	0		7
275	rag	Thar they was, covered with rags and dirt, livin in houses and cellars, without hardly any furniture; and sum of ' em without dores or winders.	28-32	0		7
276	rag	He has bundles of rags on his sled, which, perhaps, he values, but which can be of no service to him.	18-22	0		7
277	rag	By their joint operation the number of banks was more than doubled in the space of time we are now speaking of; and nearly nine hundred manufactories of paper money were set in motion,, pouring forth their rags	206-210	7		7
278	rag	But if rags and mud claimed the whole of the body, the face belonged to nothing but fun; and the child and her fringed habiliments took flying leaps over the rope, in a style that quite distanced the sports of Quilp's boy.	7-11	0		7
279	rag	It should be rubbed into the parts affected, by means of a piece of rag tied to a stick, the operator taking care not to let it touch his clothes.	68-71	0		7
280	rag	"This basket contained a nest of rags and an indescribable baby; and in the ashes on the rough hearth played several dingy objects, which I suppose had once been babies. """	32-36	0		7
281	rag	"Gutters running with seething matter; homeless outcasts sitting, besotted, on crazy door-steps; the vicious, with savage visage, and keen, watchful eye, loitering at the doors of filthy "" groceries; "" the sickly and neglected child crawling upon the side-pave, or seeking a crust to appease its hunger-all are found here, gasping, in rags, a breath of air by day, or seeking a shelter, at night, in dens so abject that the world can furnish no counterpart."	334-338	0		7
282	rag	Don't you know I am good for nothing -- just like a dem rag in the mornin ', ' till I get my gin-cock-tail?	56-59	0		7
283	multitude	There was little of beauty, wealth, fashion, or nobility in Rome that was not represented in the dense multitude that filled the seats of the boundless amphitheatre.	103-112	0		1
284	multitude	They soon came to anchor, not, however, before their arrival had attracted great attention, and drawn together great multitudes of gazers.	117-127	0		1
285	multitude	"lYe are surrounded, "" says the Bishop, (p. 9,) "" by a multitude of distinct associations professing to be Christian; a great portion of them refusing all communion with others, and each claiming to be more pure, more scriptural, and more holy than the rest. """	54-63	0		1
286	multitude	The main cause of the phenomenon in question is found by Mr. Buckle in a system of protection, which, in France, has been intimately connected with that love of centralization which appears in the machinery of government, in restrictions upon trade, in interference with literature in the shape of censorship or patronage, and in the regulation of a multitude of things better left to the people themselves.	350-359	0		1
287	multitude	With all the glorious preparation, the pride, and pomp, and circumstance which decks the coronation of a monarch, with proclamation of the kings at arms, and homage of bareheaded lords, and acclamations of the multitude, and addresses from the delegates of foreign potentates, Oliver had been decorated with a robe of purple more splendidly elaborate than the attire of any former king; he had been girded with the rich sword of state; he had received a sceptre, massive with solid gold, with which to sway the destinies of England; a noble copy of the Holy Writ, whereby to wield that sceptre rightly.	210-219	0		1
288	multitude	"Then a low voice arose from the starry multitude: "" Unhappy one!"	39-48	0		1
289	multitude	She was totally unlike an English ship, painted entirely white, without masts, with two small black funnels alongside each other; and several erections one above another for decks, containing multitudes of windows about two feet square.	192-202	0		1
290	multitude	raised above the multitude by a consciousness of intellectual force.	17-26	0		1
291	multitude	The * music stopped; but the multitude seemed little jdisposed to listen.	29-38	0		1
292	multitude	So late as the year 1814, the British army, that entered the city of Washington, burnt down the Capitol, the President's House, and the public Offices, destroying with them the national library, and a multitude of papers and documents of great value in a civil and historical point of view.	201-210	0		1
293	multitude	The advertisements of pauperism chalked upon the flagging round the dock walls, are singularly accompanied by a multitude of quite different announcements, placarded upon the walls themselves.	112-121	0		1
294	multitude	A fountain or small body of water would not have accommodated those multitudes;	68-78	0		1
295	multitude	"Munzer, too, was stirring up the multitudes to that demand of their rights which ended in the disastrous "" Peasants ' war. """	33-43	0		1
296	multitude	Multitudes understand its injurious effects here, who are yet slow to see that the same injury must take place, though its operation is more concealed, upon every interest that depends upon the manufacture or the use of iron.	0-10	0		1
297	multitude	By this august train was he attended to the palace amidst strains of martial music and the shouts of a prodigious multitude.	114-123	0		1
298	multitude	The trumpet summons -- awful silence floats Over the multitudes who fix their gaze Upon the portals of the cells beneath.	53-63	0		1
299	multitude	or not himself, succeeded in poisoning the mind of Aurelian and that of the multitude.	76-85	0		1
300	multitude	Every decision of the will, every expression of sentiment, and every civil * act, is a live seed cast into the quickning soil, whose forthcoming fruit a multitude must taste, and find health to body and soul, or poison and death.	153-162	0		1
301	multitude	I was frantic with every species of wild excitement, and felt within my single arm the energy and the power of a multitude.	113-122	0		1
302	multitude	The influence of a religion, sanctioned by the government, could in no country, in the nineteenth century, interfere with the speculations of a philosopher in his closet, but it might, and must, steady the weak and wavering opinions of the multitude.	240-249	0		1
303	multitude	Multitudes would seem to think that earth's great battle on this subject has been fought, and it only	0-10	0		1
304	multitude	An unphilosophical Christianity may be sufficient to save a multitude of individual souls for heaven, but it can never conquer the world.	60-69	0		1
305	multitude	At one there was a multitude of clerks, and a coarse, slatternly housekeeper; at another there was a set of low traders.	19-28	0		1
306	multitude	The history of the wars by which thousands of them were slain; of their being compelled to work in mines, by which many perished, and multitudes were led to put an end to their unhappy existence; with the continued pressure of despotism for three centuries, and the consequent degradation, will sufficiently explain this wasting of the race.	134-144	0		1
307	multitude	Notwithstanding her experience of the harsh and cruel spirit of Aurelian, notwithstanding the unnecessary destruction, for any national or political object, of the multitudes of Palmyra, still she inclines to confide in him.	164-174	0		1
308	multitude	Had she, by force if necessary, destroyed the fixedness of her casts, wrapped her in European costumes, created new wants in her consumptions, stimulated her pride and ambition, and placed this huge multitude on the high road to civilization and improvement, all that is productive, and industrious, and enriching, would have followed as a matter of course.	199-208	0		1
309	multitude	Though not an eye was turned toward him nor the smallest sign of impatience exhibited, it was apparent, by the manner in which the multitude elevated their heads to listen, that they drank in the sounds with an intenseness of attention, that none but Tamenund himself had ever before commanded.	131-140	0		1
310	multitude	"Grandfather, "" the alarm bells rang, and an immense multitude rushed into King Street."	52-61	0		1
311	multitude	This inconceivable property of youth, this incommunicable thought of passionate daring, sent home, like a fire brand, successively, through the linked hearts of a multitude, will kindle a whole people to rebellion.	163-172	0		1
312	multitude	These buildings, as well as the walls of the city, being all either of white marble, or of some stone as white, and being everywhere in their whole extent interspersed, as I have already said, with multitudes of overshadowing palm-trees, perfectly filled and satisfied my sense of beauty, and made me feel for the moment, as if in such a scene I should love to	198-208	0		1
313	multitude	"and his eyes passed quickly over the silent and moody multitude, each man, as he dropped his own, felt that they were fixed individually upon himself. """	54-63	0		1
314	multitude	That // ruler is a traitor to his trust, who seeks to trample upon the constitution by substituting the heated passions of the multitude for the ivellknown principles of that instrument.	127-136	0		1
315	multitude	It was now that the unfortunate Nicuesa put in exercise all of his former grace and courtesy of manner, and all of his most persuasive forms of eloquence, in order to produce some change in the disposition of the multitude.	213-222	0		1
316	multitude	These gallant fellows were lying beside each other in the gun room preparatory to their being committed to the deep; and here many met to take a last look of our departed friends, whose remains soon floated in the promiscuous multitude, without distinction either of rank or nation.	226-235	0		1
317	multitude	But in a hook made up of a multitude of different pieces, on a multitude of different subjects, all this, and much more than we here find, was to be expected.	63-72	0		1
318	multitude	He quailed not before the angry multitude, nor at the threatening weapon, but the eloquent eye of Norma thrills him with awe.	32-41	0		1
319	multitude	I well remembered how, as the feet of the Priests who bore the ark touched its brim, the waters dried up, and after they had passed over, the multitudes of Israel followed in safety, notwithstanding it was	142-152	0		1
320	multitude	And even these most sacred words too oft Are prostituted, for the selfish ends Of tyrants, or of low born churls; who chouse, With well set phrases, golden promises, The unsuspecting credulous multitude -- First of their honest judgment -- freedom next.	193-202	0		1
321	multitude	Here are no colonies of Germans, as at Saint Petersburg; no English factories, as at Lisbon; no multitudes of insolent Yankees lounging through the streets as at the Havannah, with an air which seems to say, the land is our own whenever	96-106	0		1
322	multitude	The statesman is pursued by shouting and tumultuous multitudes; while the poor scholar (the master and tyrant of his destiny) is strolling in some far-off silent field with a single friend.	52-62	0		1
323	multitude	His abuse is placed before our eyes in a multitude of shapes, and he is plainly proved to be no friend to the republic.	41-50	0		1
324	multitude	it is not easy to withstand the pressure from around of the multitude that are always struggling to get the farthest possible in the advance; and many are seduced into extremity of argument, from the apparent strength, and credit for boldness, which extreme positions give to those who most eagerly occupy them.	60-69	0		1
325	multitude	A few had straggled among the conquered columns, where they stalked in sullen discontent; attentive, though, as yet, passive observers of the moving multitude.	149-158	0		1
326	multitude	You will now fancy yourselves in view of the great gathering of the Pawnees, and in sight of the multitude assembled in honor of the sacrifice.	97-106	0		1
327	multitude	Hilda all along intended to pass the summer in Rome; for she had laid out many high and delightful tasks, which she could the better complete while her favorite haunts were deserted by the multitude that thronged them throughout the winter and early spring	189-198	0		1
328	multitude	now in greater multitudes than usual, owing to the games.	15-25	0		1
329	multitude	A dark and gigantick shape could be seen, apparently in the very centre of the flame, moving his long arms, and flowing drapery, continually about, with great wildness and solemnity, while a multitude of smaller figures, like women and men, were shouting and dancing round about the fire.	191-200	0		1
330	multitude	As for the hermit Blaxton, he soon found it impossible to exist among what seemed to him the uproarious multitude, which now thronged his sylvan peninsula.	104-113	0		1
331	multitude	surveyed the imposing attitude of the enemy, and knew it would be impossible to withstand such a multitude of combatants upon that ill-chosen field.	97-106	0		1
332	multitude	-- that they alone of the whole human race, by some possibility, may not have remained altogether stationary age after age -- while the least enquiring and the most indolent of human beings -- the very multitude -- have been steadily advancing both in knowledge and power?	202-211	0		1
333	multitude	ethics, systems of theology, all in their most abstract form, have been founded upon it, we are too apt to lose sight of the fact, that, in its origin and its most characteristic features, it was and is a religion for the multitude, a gospel for the poor and unlearned, a way of salvation for all mankind; and as such, it necessarily assumed a narrative shape, for in no other form could it have been understood and reduced to practice.	222-231	0		1
334	multitude	Pastor and people can not be /or ever together on earth - death will sunder the strongest ties; and in heaven how must it enhance the joys of the blessed, that by means of their willing sacrifices here, multitudes have been prepared to unite with them in songs for redeeming grace.	203-213	0		1
335	multitude	"Truly, Hooker bath well said, "" He who goeth about to persuade a multitude that they are not so well taught as they ought to be, shall never want attentive and favorable listeners; that which wanteth in the weight of his speech is supplied by the aptness of men's minds to accept and believe it. """	65-74	0		1
336	multitude	But let these works answer the high purpose for which their authors made them; let them kindle in the souls of the multitude, every lofty and generous sentiment they are calculated	115-124	0		1
337	multitude	It was on the day of Pentecost, when multitudes were present, not only from all parts of Palestine, but from the surrounding nations.	37-47	0		1
338	multitude	There are so many medical schools in the country, and the competition between them partakes so largely of the popular element, that medical degrees are obtained in some quarters much too easily, and the profession is therefore crowded with multitudes of loose observers.	240-250	0		1
339	multitude	though often valuable and necessary to the farmer in keeping out of our own markets foreign products which rival and supplant his own, is still more useful and indispensable to him in creating and maintaining all around and beside him ready and steady markets for his produce, by bringing into prosperous and durable existence new branches of industry which do not rival his own, but which employ multitudes who are con-8 // sumers only, and not to any great extent producers, of agricultural staples.	397-407	0		1
340	multitude	But their number is so small as to be almost lost among the multitude.	60-69	0		1
341	multitude	-- The circling heights with the concussion jar, Causing the gazing multitudes to reel, While they a deep -- an awful impulse feel, As if the scales of life and death were there In equal poise -- yet balanced by a hair!	68-78	0		1
342	multitude	Some of the reformers were objected to because the multitude were against them.	51-60	0		1
343	multitude	Wasps and hornets are destructive, to bees arid fruits, &c.; In spring or summer, before they are increased, destroy the old ones, for a few increases to a multitude.	156-165	0		1
344	multitude	The comparatively innocent multitude, for the most part instigated by these cunning and malignant spirits which are found like serpents in the grass, lurking in the bosom of every community, first by their excesses alarmed the more sober, rational and peaceful portion for the safety of their persons and property, and rather than submit to the pleasure of a mob, they acquiesced in the discretion of a despot.	27-36	0		1
345	multitude	All that his mind falls in with, it sweeps along in its deep, and swift, and continuous flow, and bears onward with the multitude that fills its shoreless and	120-129	0		1
346	multitude	To what purpose is the multitude of your sacrifices unto me?	23-32	0		1
347	multitude	or held torches, along the line of the bank to guide the footsteps of the multitude in ascending from the river to the shore.	74-83	0		1
348	multitude	"And a great wind arose, and the scaffold was destroyed, and the goodly youth that stood thereupon was saved from the death of fire as the multitude were scattered. """	138-147	0		1
349	multitude	Chosen for that office, out of a multitude of superior men altogether on account of his ability?	33-42	0		1
350	multitude	Its remotest provinces were in concert; what was maturing in Moldavia and Wallachia, was known in Constantinople, in the Morca, aug in Albania; and with all the // multitudes that must have participated in these dangerous counsels, the explosion, though in reality at last accidental and unconcerted, did	164-174	0		1
351	multitude	was moved with compassion towards these multitudes, who seem so very earnest and solemn.	40-50	0		1
352	multitude	As if it were a mark of deplorable fatuity for a babe to believe now as a multitude of wise and great and gifted men have heretofore believed in every age of the world!	74-83	0		1
353	multitude	The manufacturing and mechanical business of many communities have forced others to be often abroad, and most of all, the constant and never-ceasing emigration from the county has covered the whole land with cousins from every household to the remotest degree, multitudes of whom have reflected upon the family circle on the hills, the	261-271	0		1
354	multitude	And when a very little reflection and comparison is found sufficient to show any one how utterly the multitudes of books in this department of literature fail of reaching a safe and reasonable standard, then it will appear boxy much occasion there is for the strictures presented in the following Qbservations.	101-111	0		1
355	multitude	@@587427 txt WE took leave of Boston, under a bright sun, with a favorable breeze, amid the blessings of the multitude assembled to witness our departure.	109-118	0		1
356	multitude	Would that this little insect might speak, and in words more eloquent than those of man's device, to the multitudes who allow themselves to reject the doctrines of revealed religion, because, as they assert, they are, on their face so utterly improbable, that they labor under an a priori objection strong enough to be fatal to their credibility.	105-115	0		1
357	multitude	From Barford bridge I daunst to Norwich; but comming within sight of the Citty, perceiuing so great a multitude and throng of people still crowding more and more about me, mistrusting it would be a let15: 15 to my determined expedition and pleasurable humour, which I	102-111	0		1
358	multitude	Prynne lost the remainder of his ears in the pillory; and the punishment was inflicted on them all with extreme and designed cruelty; which /z/ they endured, as martyrs always endure suffering, so heroically as to excite a deep impression of sympathy and resentment in the assembled multitude.	283-292	0		1
359	multitude	"Your favour may see, by the many torches glimmering through the streets, and the many voices that go chanting up and down, that there is a goodly multitude with him. """	146-155	0		1
360	multitude	Among a multitude of beautiful seedlings of my own raising, I have selected two as worthy of cultivation.	8-17	0		1
361	multitude	One broad beaver, with the ample folds of the coarse blanket, thrown across the shoulders of the Americans, was as terrible in their eyes as a panther might be while springing among a timid multitude.	190-199	0		1
363	multitude	I was then placed before a constable on horseback, flourishing a long scourge, and, under the sharply applied lash, driven through the jeering multitude.	143-152	0		1
364	multitude	It had been long a custom in America, as in England, to conduct the convict condemned to expiate his crime on the scaffold, in broad daylight, and in full view of the people, to some open spot in the suburbs of the town, affording space for the accommodation of the immense multitude generally drawn together by the occasion; and thus, with the deliberate pomp of law, and the solemn ceremonies of religion, to consummate upon the bound and trembling wretch the tremendous doom.	274-283	0		1
365	multitude	All these methods have been tried, and still our colleges remain substantially as they were, and annually send forth a multitude of young men, who have acquired nothing during the four years course of study, but a few general ideas, together with habits of desultory application and	119-128	0		1
366	multitude	Thus we passed hill after hill and hollow after hollow, a country arid, broken and so parched by the sun that none of the plants familiar to our more favored soil would flourish upon it, though there were multitudes of strange medicinal herbs, more especially the absanth, which covered every declivity, and cacti were hanging like reptiles at the edges of every ravine.	205-215	0		1
367	multitude	Could he have spoken thus, and held multitudes in breathless silence hour after hour, had he not declared what he had seen and testified what he had felt?	36-46	0		1
368	multitude	The clergy of Bos * ton and the vicinity, the members of the church and congregation of which the deceased had been pastor, and a multitude of other acquaintances and friends, united with the bereaved family and relations in deploring their common loss, while they praised God for the bright example of Christian virtue which /z/ they had witnessed.	130-139	0		1
369	multitude	"Beneath the unimaged, unimagined God, Who hath no temple but infinity, Where the great multitude of stars adore, Flying along their glorious spheres -- I stand Here in thy home (it fits thy nature well) And, without awe or exultation, dare Deny thee incense, prayer, love, fear and faith! """	87-96	0		1
370	multitude	Then they approve of image wor // ship and a multitude of other abominable things.	45-54	0		1
371	multitude	Long lines of splendid chariots were ranged on either side of the barrier; the horses proudly pawed the ground, and neighed impatiently; the bright sun glanced on glittering armor; and the shouts of the charioteers were heard high above the busy hum of that vast multitude	263-272	0		1
372	multitude	colour are readily absorbed; a warm current, which is easily established in a mobile fluid like air, rises rapidly; and, as if this were not enough in multitudes of instances, the trembling leaves are set upon slender footstalks, which give way to every passing wind, and are thus continually brought into an extensive and ever-changing gaseous contact.	151-161	0		1
373	multitude	Multitudes in various communions are practicing an // 196 Something wanting to the World's Conversion.	0-10	0		1
374	multitude	These are but few facts, among multitudes which might be adduced, to show the self-denial, energy, patience, and honesty, which the slave has exhibited in a state of freedom.	31-41	0		1
375	multitude	Multitudes of them are chained to the harness with scanty food, and goaded forward to drag the baggage of an army and the thun dering engines of death, until their strength has failed, their breath exhausted, and the kindness they then receive is the lash of the whip or the point of a spear.	0-10	0		1
376	multitude	Hence arose sculpture, the earliest and the latest effort to reveal the divine existence to man; it assumed, as was to be expected, that form which is superior to all other natures, and fashioning it in ideal beauty, shewed to adoring multitudes the splendid manifestation of celestial being, in the forms of the Jupiter of Phidias, the Venus of Cleomenes, and the Apollo of the Vatican.	235-245	0		1
377	multitude	There are multitudes of dabblers in medicine, both learned and unlearned, who love to theorize, and to listen to theorizing.	10-20	0		1
378	multitude	One plan is, to make bets on their slaves, as to who can drink the most whisky without getting drunk; and in this way they succeed in getting whole multitudes to drink to excess.	148-158	0		1
379	multitude	By making this postponement, the churches, in effect, though certainly without intending it, sign the death warrant of a great portion of the present six hundred millions of perishing heathen; relinquish all effort for this vast multitude, and only dream of saving the next generation -- of whom it would be a mercy never to be born, unless there shall be more hope of their salvation than can be seen at present -- dream, I say, of saving the next generation; for to think much of raising up the young to be missionaries, without going ourselves, is little better than dreaming.	229-238	0		1
380	multitude	"How great a multitude of those to whom the word which he dispensed was "" a savor of life unto life, "" or "" of death unto death, "" have gone before to meet him at the dread tribunal!"	12-21	0		1
381	multitude	The Teacher, with a look of the utmost tenderness and compassion, and with unspeakable grace of manner, raised the mourner from the ground, and supported her, till the first inexpressible agony of feeling was over, but as he listened to her sobs and the lamentations of the multitude, and saw the weeping faces around him, his own emotions became strong within him; more than once, he sighed deeply, and tears fell plentifully from his eyes.	274-283	0		1
382	multitude	"Christian nations, ye have not failed in great multitudes to "" GO INTO ALL THE WORLD; "" scarcely have ye failed to visit "" EVERY CREATURE; "" but for what purpose have ye gone forth?"	47-57	0		1
383	donkey	Being far beyond the regular path for descending, and wishing to intercept the procession before its arrival at the burying ground, I had something like the wolf-race I had just beheld to get down in time; unluckily, I had sent Paul back to the place where we had left our cloaks, and donkeys, and the little girl, with directions to ride round the foot of the hill and meet me at the burying - - ground.	285-292	0		2
384	donkey	The charcoal vender disappeared -- unhitched his donkey, and turned him with his head into the cart, his body being between the shafts, which position is considered absolutely essential to a valid sale of charcoal -- and this ceremony being gone through with, proceeded to fill the barrel which he afterwards brought in and emptied in the box prepared for it.	49-55	0		2
385	donkey	CHAPTER IX Badajoz -- Antonio the Gypsy -- Antonio's Proposal -- The Proposal Accepted -- Gypsy Breakfast -- Departure from Badajoz -- The Gypsy Donkey -- Merida -- The Ruined Wall -- The Crone -- The Land of the Moor - - The Black Men -- Life in the Desert -- The Supper.	145-151	0		2
386	donkey	Their true character, however, very soon appeared; for, as they drew near, they were found to be a troop of laboring peasants of the neighborhood, mounted on peaceful donkeys, and coming down to the shore in search of salt; and so the alarm ended in a laugh.	167-174	0		2
387	donkey	says the gypsy, and jumping upon its back, he puts it to its paces, first of all whispering something into its ears in Calo, and truly the paces of the donkey are most wonderful, such as I have never seen before. '	152-158	0		2
388	donkey	-- 13 /z/ end a number of donkeys, upon which they take a wholesome exercise, and acquire the elements of equitation at three sous a ride.	26-33	0		2
389	donkey	@@748120 txt /q/itue of the Academy ot Music, but often kill time by dropping in at the shows of marvel lous beasts and five-legged donkeys on Chatham street.	132-139	0		2
390	donkey	My associates, without an exception, are boors and donkeys, not unfrequently combining the agreeable properties of both in one anomalous animal yclept a clown.	51-58	0		2
391	donkey	Don't be silly and think you'll try To bother the colleges, when you die, With codicil this, and codicil that, That Knowledge may starve while Law grows fat; For there never was pitcher that wouldn't spill, And there's always a flaw in a donkey's will!	238-244	0		2
392	donkey	These arrangements had scarcely been effected before the crowd of pilgrims came on-men, women, and childrenmounted on donkeys, horses, camels, and mules, and	118-125	0		2
393	donkey	All these innumerable eyes looked down into the street, the whole capacity of which was thronged with festal figures, in such fantastic variety that it had taken centuries to contrive them; and through the midst of the mad, merry stream of human life rolled slowly onward a never-ending procession of all the vehicles in Rome, from the ducal carriage, with the powdered coachman high in front, and the three golden lackeys clinging in the rear, down to the rustic cart drawn by its single donkey.	489-495	0		2
394	donkey	Domenico the donkey brings, Now for our ride!	13-19	0		2
395	donkey	"Nay, the dog was permitted to jump on his knee: An honor that vex'd our poor donkey to see. """	77-83	0		2
